wallet,iusdc,sicx,usds
hxe84967c11f3195fc3f78d8fc6ef3e83ebf3554c6,0,0,0
hx6dc02cd156449f738d3c501c791e595c842a4b5b,0,0,0
hxbf2a0bb5055480ebab11a1f9d4e0b9d6559ea2cc,0,0,0
hxc8cbecf8503512ef12bfd3c0af4451eb4440dcca,0,0,0
hxdcf6c5feb9ec35538432bc3ca6e78c08882fc500,0,0,0
hxfc18396afa624487d7ca914a6e7c3971b4f8ae9f,0,0,0
hxda931a2a824f7bd84274a505ea3610a8548d755c,0,0,853630000000000000000
hx8910bba3d029ee4baa3052f721ca91db72cf4144,0,0,0
hxdc33727b24c23aff48aa12971692577d2c7df9c8,61360000000000,4720000000000000000,0
hx9149c2de46219ca2ed05cfdca5eff35fb9725319,0,10629480000000000000000,0
hx3479709481d63c7f48f87a6c4f8a74c022acc4aa,0,0,0
hx856ee6ee02c7abc38b7fbd67875fc08c2d29c3d2,2174970000000000,0,2225860000000000000000
hxdb6bb649f7e9fe4fd2de9398a5258b65f4b567f3,3310000000000,0,0
hx6b1a812f01ab686b0bb2beafdd3085310a419271,0,0,0
hx8366a29a0d2d1816ee63139e481dce0ea20db523,0,0,0
hx8b8bb4b2d34faab4006a65113217abe5bf666839,2520000000000,0,0
hxe5b4473b24f754a235789add00052e98de3007a3,0,0,0
hxfcd25bf90a7479e0569562626f308572bf682471,0,0,0
hx65571816a481e3973ea5a84d3227167d1f59ffa6,0,96700000000000000000,0
hx8136c52c1d45fac72b6232398093195e49235c54,0,2030000000000000000,0
hx47243d9690d52cd9809aacf96c0b3bafd6e32103,0,450000000000000000,0
hx4099729e4012307333976b66a946b1b7d64619ac,0,0,0
hx297e3194af251621d98d48c4e2db20345b9c4f72,0,0,0
hxf2c3ecec7f4c3b555b99d89d5bb44572ece088ad,1030800000000000,0,827640000000000000000
hxc114d1b5f7847a254fe877f054cb2bc7731fdd3d,50700000000000,0,8996350000000000000000
hx35a5e8565b07923caef79e99c8656bfd299fb8d5,0,0,0
hx66366262657678f82fbfe58c5efb60d0bba2c3e3,0,343050000000000000000,0
hx938ac5b7aaba2b7b994c349a010fa7925bf79699,0,2060000000000000000,50950000000000000000
hx8f5a5fd68105e9461b7352cf31296779c8a88d43,0,22220000000000000000,0
hxb35a4afe1769f793c05d951b3ed58cc1aa7753e5,0,64820000000000000000,0
hx14784b6c3e9ef959a113fab2c18d752ab609539a,0,0,0
hx46ec359b149d9ba0e89ac8d13f42c1fd5a8e315e,0,0,0
hxa816475001458977137ca1ca9bb26cd4fc5e0aaf,0,0,0
hx2c9113f8e9c0b015f4944671442731d31b22d4cb,0,0,0
hxccda10ddbe536c23ef6de24d6024de2411f45edf,144130000000000,61900000000000000000,78630000000000000000
hxb1ef567dc997e1f8344b4cac36cefd56d791b734,0,0,0
hxe5b127e189e6d6a9c51838903a3164bca9cee06e,0,0,0
hxdb3d2ac409149ff1980f8dcc1b8084af39acc24f,0,0,0
hx796eb208bc4be0d4dd342e44757828529d25938e,0,0,0
hx2307c5cef5419846996301d398883ea58969d506,0,403570000000000000000,2101540000000000000000
hxdc27e217b662ac095702aeef3ef01aa05f9f23af,0,0,0
hx764c47f4e18ef744b83f5f2e21c6e4709e85f4e5,0,0,9120000000000000000
hx7218420a922b7c23dd029b0f4655586cab81c3cf,0,0,0
hxb099209fda354d35f0470d783a45d5b5fb0df693,0,0,0
hx0ce60b049cece5c78675374971ab88d414d04f86,0,777840000000000000000,0
hx92c97bb62819e195e30c54cf6e2d5b80daeb73d1,0,0,0
hx25c84fc0d9d0fb56eb179291dbc2a331a4e3e93b,0,0,0
hxf97d20246d7ed89b41cca0cc54cffa4c9aa5329c,0,0,0
hx1a98297a44258313a73563d74364c01d6369422f,606680000000000,0,621790000000000000000
hx2620d196b13407be71cee5a9fe2b402c2ba9dc19,0,0,0
hxc419df0e94d0a4c1b6d0013f95a84a606fb42d85,0,0,0
hx6a3afccf06b9f120759142402e0dd9464eb27fae,140890000000000,109220000000000000000,819160000000000000000
hx31b99f7ee806c813a8469bced0432726a536fa4b,0,46140000000000000000,0
hx169b0154210a2335b766ba691432c71572375c96,0,0,0
hxad45090df4129dbbb1aadc6af9bf6f4b0ae6ed52,0,0,0
hx242a0c754c5693afa70b1ac01eb1601f2233adc9,0,0,0
hxe79b0d61e2811091ee1fa813297dfe5686abb4f7,0,0,0
hx5f380e5583ac3f83e434a4be7f7fc36c04e02bd7,0,0,0
hxebb2d8fbb3b1b2ce95ccc1cadcc809f748655e95,490000000000,0,0
hxd9728929c29babb4469e9d9b0830b6c23accfeca,65430000000000,4350000000000000000,8090000000000000000
hxaf231273cbc122b87246fbbeeeb0fab3fcd93f16,0,0,0
hxfd9fef051d8464313a730de0ae0baaa01cdcd4a6,0,0,0
hxbd007c98d2482cb5a1a8a7aeadee6768683d0bfb,0,0,0
hx89a77238a7e592f64857d4b5d98db737f3b4fc27,0,0,0
hx34251000d12dbe0384da1d5ac1728798aff6f592,0,0,0
hxf6f1b802066cb86444fb61d23719e86d47e81672,250000000000000,8040000000000000000,240010000000000000000
hxbf2f8a67f4ffd4d034d05089f178a7547fac72f7,0,0,0
hx337d62d8d2a433f24f6f1688648aed101ba9f686,153420000000000,389620000000000000000,1076620000000000000000
hx4402f6d4c6ab9b1b591b6c8075f1b795c930ea79,0,11110000000000000000,128980000000000000000
hx1efa57ba53ac328459fded847c97b36c77057b73,1840000000000,0,0
hxdce8596e665e1c065dd410b45d14f4a32841bea4,0,0,0
hx14a28183b18dd8713ad8a1c00d021bc71ac419ae,0,0,0
hx5960db55e5e969b4403b287a5c24ee84d896040f,0,0,0
hxad92c70c93e6bd56e5f3781122ae302af4a6b2de,0,92460000000000000000,0
hx23547ad79a81d0c4aa489b3211785376742af0a0,0,0,0
hx0c017f1d6d2c10b79a8c277849515bc2ba444150,0,6360000000000000000,0
hx7cbbda3a0e5cb7b7fe4128cb9b507c991ee2caac,0,0,0
hxc6e3ddc7c8be2d62dda95b1e546307eaa1ddbce0,0,0,0
hx68be3502565f551432fd79f5f426affff1c8ed83,0,0,0
hxb9848d37ab0f67b736ea7af86fd51b61ee5ac71d,0,57380000000000000000,143540000000000000000
hxbecd0f01bda31e545a1e418dc613dcc3808211ab,0,0,0
hx3dd79354b1d55e76fe3cab841ea1fe75624543bd,0,0,0
hx7c1d2324ad0d916a5dc249f0324f26423925531a,0,0,0
hxe86082ffa4fab007b595ca795583119c8965a347,0,0,0
hxdb07f4136b37ee2ca4ab2b04c92ba6eeeee43ac9,0,2680000000000000000,0
hx6be5d55f8682fd811dca6448f3b5736a2ac1855e,0,0,0
hxb17e3f67c67135c4e11668fe66ec35d69c91d879,0,0,0
hx51b890b7b2ab66563fd37260911c6dfeff30b46b,0,0,0
hx40c54abb9ad000a56d9f98d13789d029182cb965,0,324160000000000000000,0
hxcf1331c4e74f2e3e9c8028e3a92ee32a4b820d1a,212200000000000,43790000000000000000,396620000000000000000
hx84e96f44da8534636623e3c20f28a914eb4b77f7,0,0,0
hx1adc2b41608d81704d775ff143f43ab6efe0d792,0,0,0
hx4c047244adcf92bb28de5050c54378f4654fb134,0,0,0
hx53ec0e0b32449dd31cc94b397b803b26080c9dbf,0,0,0
hxff0bc823bd7abeb90c5656063a0b362e81c55f8a,0,0,0
hx379b606ae46a8b1ed1b43efd5ff969f2b0c391da,10360000000000,0,550000000000000000
hx4341318f83fe74b1891d811e767d9852e7fdf54a,0,2068330000000000000000,0
hx805ce28e330fcefeda2c7c4bfef064483e86634d,0,0,0
hx043709bd0ec46187cdef9859ab43596eff7bd87d,0,0,0
hx7b0845d7bcae5742f63a056085687d14b96940c1,19924980000000000,17184670000000000000000,12580540000000000000000
hx177f3037e419c70f47b0355e4d6719cf967dcf19,0,169560000000000000000,0
hx121b345cb9a41d472ab6ec1b222f1d6eb16f688b,0,0,0
hx613b8c58b274bb7c9579ddc3a1a11a5bc1e02c58,0,0,0
hxf43fb6113449b44e4c0bb8814ba011120b139338,0,0,0
hx9e09e33afbb5a54048e3620bfe78ba3fa8504e12,0,0,1354220000000000000000
hx81d411c663250f7b53ddc8e6ec9ca1513eb0c756,0,0,0
hx6fa4f75cb1e137e6a0e5414af20cd29607006968,1129810000000000,0,13
hx36cacd8d164f4d2b5d60b87342b73d94624e133f,0,0,0
hx4b00ab353364cfadd4ffc402ac2895fc1e4e8e6d,0,9320000000000000000,0
hxfd0600cd729895bae30fd9d22686e0740309d006,0,0,0
hxcc8c4f8388e36f84376db4732b352bbcfd974245,0,0,0
hx6a7c99794e15a4ee03557887f11a98b0d4adbedc,0,0,0
hx8bf674b9024dff4d87907529d05bf7f454e65ef5,0,0,227430000000000000000
hx3496398ec1d30f2842962842bd16030a0b2be1e2,900000000000,0,0
hxe016d51977f78f1bb3d8c31c8ec2d3fbbdc2c197,0,2040000000000000000,0
hxc57dd86d0ab1eb7500055799e0c274a9d93a28ba,0,0,0
hxcde867f6d5fbd3c3ad272d85c656e29ff64bbe28,0,0,0
hx0d8f742b040ec1a1503dccac0bc5be0a2186548d,0,0,0
hx4df1c040e328e84150ee0ce489d7262ebbbe2e4d,0,0,0
hx0e497175adf001fae1b6860f965bd25341a4d1ae,0,0,0
hx91d43f0aa60fc762af07af6f544c2bf573a0b261,0,0,0
hxdf5db771749e2bb8b6f3d36f014205ee0d62f7f6,0,72370000000000000000,0
hxad39a8939936bd464c9a51b7c95bcb6fe5ce0b7a,0,0,0
hx1867b22996387f4d4bdb3bab24c4b7f97cf40aa3,0,0,0
hxa5fa51df2c05032d7755071e059245dc88c899f0,0,0,0
hx6a5e7da5e3f85e3cf406d23d983aecae63498921,0,0,0
hx139c6bc8d68ef4def390f355087adf2e0a083617,813940000000000,726030000000000000000,0
hxe708e6e699f68cd6e431226dc474d2db3eabe968,0,840000000000000000,0
hx3a855162047e2df740ae0da82fc9973aae2c8d5f,53720000000000,0,0
hxf993d1e9fa691f9e80fccdaf2c8a80b8740ad83e,0,0,0
hx5ef75a47bb8a8cdf389cdaa9d9d89ec9f749502b,0,3910000000000000000,0
hx222e768cd4d1f6fce98d490e7818ae9fca55302e,0,8560000000000000000,0
hxa2774719180546ada6b69099bfb4708c1653adb5,0,0,0
hx5f4c40503e87e6d3ff0f817adc30f6b911fd1766,0,0,0
hx8ee2f26ce4efc404c63c92969b19bdd7779988f8,0,0,0
hx16db7e5e3ad6bed68ccec9c0da3c477d8acb67e9,0,0,0
hx4c9b54f16a60725b7fe0f4644c649806832b74da,0,0,0
hx22c18e20e3ef29ebecb86e4680e12d8f609d78d8,0,1450000000000000000000,0
hx8b504f6018e48f3e1843c05b86d6f170416850c1,0,0,0
hx2172a8d43b302fe97796901ace30de595cae29ac,0,720000000000000000,0
hxec87a4d5d021e937f7b5f81ccb5be6e22c31fa57,0,110000000000000000,0
hx999e35ac0d19595c303007bd1badad3b029df2cd,0,0,128720000000000000000
hx1a9a08ac9766a92e15875f1526c9967b4d612794,0,0,0
hx15dc8b8ea961dc2a76859723be709b7b94d43e47,0,0,0
hxcd1f195c4020cff0c984bd813ddfd9b8aaaa6fdb,0,0,0
hxe7868e5bc9c6f0299326828401f1f38c60cd4fca,0,0,0
hxc02bb42af1053a2c2fcbebddcc8b65252c3295b0,0,0,0
hxab2b5a33eb17fdbe82a3a73488e85a22f9e9991f,0,0,0
hx6cc53ffc20c876581c001e993b0a6c82b110b1c6,0,0,0
hx72c6e355ea1cea3b442a0d3e86eb404cc91bb9d6,0,0,0
hxf86ee56b4e907cd426b3e4cb779c0ce16e9d256c,0,0,1054770000000000000000
hx9ed617d49df8fced7765399655b9ad4392362ec3,0,0,0
hx2d4dfbe7c7c4ba7a1fd943f59da0fd14828a8125,0,0,0
hx09d57aa9f3154b085db042034b29f9031e0e4d0a,0,0,0
hxbdffb54722f7b37e6949bf854005395b066cc695,310000000000,4550000000000000000,70000000000000000
hxad6fcac42eb467276528637222c7c63e93d5aaa3,30450000000000,196590000000000000000,43750000000000000000
hx4ef831731ca04a51a7f9080a9af8ae800a048e4b,310820000000000,0,52690000000000000000
hxd1e2915825fa2d5afd29f778d5ce8774c9d7d383,0,0,0
hxbdc1ca2ad2501898e55bab300ea7afcf77f0c3fa,0,0,0
hxacd6c5ad560913aeb8251cc08a3d95460433f929,0,760000000000000000,0
hx9c851bddf0094300c3f14a2253f398554377dc4f,0,2030000000000000000,0
hx5674fa0f5cd1450ca09e00abb846d04e29120593,44840000000000,0,1530000000000000000
hx09fb414f7f62ed7c08ea1bcd897764cb41404296,660000000000,0,0
hxa153babfaf4420354ecdfe13297419b656021be6,0,0,0
hxf6d46187e5dc2527e7dc7d822c1aa53a1fd9c856,0,0,0
hx08b6d9717068ad0cd5627f7acc7c64477787493f,0,0,7760000000000000000
hx871266da88215676ae00d528be7f28dea5a26ca1,0,0,0
hx8f0cb23a5112caf8cc473f058a3af0a93c3c1827,0,0,0
hx81a01120ca2b15565309f5b32ab1414f9d50150d,0,2176690000000000000000,0
hx699837ae24775fd2405c3174863c7999a41e5ecf,540000000000,0,0
hxe63edcf383beaa28265458c6eb5642f38f5b9306,3040000000000,710000000000000000,0
hx246356b505a323599978dc5acc432d09b904d5fc,0,4456080000000000000000,0
hxed0cf43fc533b4ed04a7b0a66bdc3169fc25a83f,6000000000000,0,0
hx62b0ce82ea5c34eaa54a0fbc5da4038c00293f28,0,0,0
hx484f752fbb5c92e6f5fe50b926e0c35f6666a2a2,0,0,0
hxd813adb8a9aa30a96bdecd115a9c8ad8c523a4c0,0,7960000000000000000,0
hx5f2d2234cfc3e6cce5d04852ca211de19af0168a,0,0,0
hxe15426973be02e16ac5eaeb755f1e7725d4577c0,0,0,0
hx18f5403a68832c5fdaa2d96328248ccd817f05e6,0,211690000000000000000,0
hx5197755d8750ab6fc8f749a93a46f6737b35a26b,0,117650000000000000000,0
hxfd5a7ec2d0a9590b40379f21dc65983ea996a685,0,46530000000000000000,0
hx6af6908bf84ae4df3485b3ebe13afc84060ee1a7,0,0,0
hxdfef8beffa8e7ded0f1a92ec809383017126c2d2,0,3330000000000000000,0
hx84e490d07583aeda971ae20b5f0695946671d79f,0,0,0
hx357dcd4e46838119ef4c7dfcec8b39074274a798,0,0,0
hx5933fba534f5152ab435e02f7067e4729affa92e,0,1372630000000000000000,0
hxee38aec8fd864719b085843ea7c3a4cf13463958,0,0,0
hx8ead8dad5eb3756d307481a44726ee6e35c6fef1,0,100000000000000000,0
hxdad926b45b600acfcad4943c76040946d4b7ca64,0,0,0
hx2b4525ab707ab9a8ff2bbe19dc68ef76a5a00a91,0,0,0
hxb0d886f01ca2697ce9961232a754bb3923142128,0,0,0
hx8b417f96106fa225fc39b85868f06f6bea297adb,195770000000000,220630000000000000000,0
hxd0ed621da783ac024930bde67c6e4d7103dfc13c,0,1275870000000000000000,0
hx43b61253a6eda61b142836f98c17976901d2df9e,0,0,0
hx939953bcde169c314568cef170ecf9017b0c9f2e,0,70000000000000000,0
hx42247e80a07c165967007604e3e71a0b2cff5549,0,0,0
hx6020c3a8299047997dcd86786f94c53f7766d31d,53110000000000,83250000000000000000,131420000000000000000
hx7e81d774da5cd5fd03c42f30628bd30e09b238fb,1020000000000,0,0
hx6c92588df6c7afcdc55f12c036e1510c1fedea8c,0,133540000000000000000,0
hx6f89b2c25c15f6294c79810221753131067ed3f8,0,920000000000000000,0
hx5531d8086a07d91d1299e119420830f3b5ffefd8,21360000000000,134310000000000000000,23270000000000000000
hx43334d559f96228e30bf2e6a6569173513828bd9,724090000000000,0,661440000000000000000
hx330388a2b41805ad9abae302cb9cb0385cc12ef8,0,1050000000000000000,0
hx8b167a4990334ddc5f7279ee84d859d22328b6f7,0,0,0
hxbd1375315c7732779edaa4c3903ffc9b93e82ca3,0,0,0
hxec153dde1ce3d4e3cb1c67f9e039fa96aef3ae23,45050000000000,33730000000000000000,0
hxe8a77ca14ff9e44fc5ad13abedb963f9b1d698de,0,0,0
hxa7b3f39a318d7242dc06908deda20676609d2630,0,8580000000000000000,0
hx1a5a42c524e5efb9498e451edefbac138e9955dc,0,0,0
hxf0f58caad621540b6d0d98972a9b15920f1e6972,2000000000000,2000000000000000000,1000000000000000000
hx3aa204c800e9f2e106bfe121b1ed853f842ec22d,0,20240000000000000000,0
hx01f419e9df0b5ecb23127ea484308dedc29ca566,0,205670000000000000000,0
hxf48facb837d7a85bcd5a81d2902dccffb074e1b4,0,12320000000000000000,0
hx001dacfb1a0436ecfd07d8ab78b87e917d6031b0,0,0,0
hxcbf511b9a8e6acbcfb45d85a79dfedb09f1612c5,0,7510000000000000000,0
hx0600063fba86efc27d2f998e9597cc4a0ff7ebe6,0,141980000000000000000,0
hx36e5959c43f27fa1e082cc54f593f765b30b64a9,0,0,810000000000000000
hx09f762ab2bdc975719dedbda9d5daf7854d27a60,0,0,0
hx59425aadb13baf3a4a0c7e12378c70efe3259598,0,0,0
hxef3050ebde924f977326be78adac80eec5ea8111,0,0,0
hxf2a4491d0679ce50fdfdfeddd5064cfb101be1da,0,0,50000000000000000
hx37051b831cde3bb917f581880dda8083f12c0d8c,0,0,0
hxccc0db1f7a8fbe7818ae6712afe89ac27ed524b7,0,7100000000000000000,0
hxf0700ad32ae3b4369521b65b65d9f01dc41b50e3,0,0,0
hx6b7a384f7de6be634f3fcc05a6bf1e6225999c67,0,8120000000000000000,0
hx76e67becf2fd7bee82d56bd3c881d82f3ee42595,0,0,0
hx1f0c3c43a93995b9468f89a42f1ebf0e1099f35a,0,0,0
hxf6b12712c443b947ffbdd77a571376766a45182d,174230000000000,63960000000000000000,0
hx4f5ec41833c3bc1b9227387367a6cfd71e1d5e39,231700000000000,0,0
hx6e2cbf11130c677210271f23ade41b527fdaf914,0,0,0
hxaf2f78c897f54af4324abbf5ff7befa6b09b6086,0,0,0
hx4106ca5d8535308b98f66663f41fc84074bd108f,0,0,0
hxa68c407e0956be12b444c942765f53b1cf95095d,0,1410000000000000000,0
hx154d95d4efe75647d6c44e75ce79f030b6003ba8,0,0,0
hxe402fe2077c832907ed8d15d380d7c6b6f0248b7,0,13540000000000000000,0
hx85b2f868e478885c86919ab52a110e6a284ef390,0,0,0
hxf9d70716779e841c100de955c98d08f3a83e40d8,0,0,0
hxacfc7220f58dacb48207459fdf9c364bd9d0d7d3,0,0,780000000000000000
hx158a5f7e6cf6211b8fca41dca39618a984101426,0,9310000000000000000,0
hx04c8c5e5f412aa7c1986514bbbef2d269a2733fc,0,0,0
hxca57a201041256a9b91e2abc9291d65bc688cc5c,0,0,0
hx1e79bb8aaf75d34d618d80db8485f5bedcb67735,0,0,0
hx6f495a649b6512c633f24d78749d5eb119cf6daa,0,0,0
hx40c97105ad01b2dcd8ca39c89a8e7cfaac4b2b23,0,0,0
hx044ff07da13d37600489d51e47da1913561811b4,0,0,0
hx1f9ba4b8e8182fcd1f19b7b86d94d947f0bd365c,0,0,0
hxf5c6cf91df8318b9d3892f79fefb7d466cc27aa0,0,0,0
hxe8f30b03ed898bc245b4dcbd7380bcfd6b3f59bf,0,2665440000000000000000,0
hx06278b5981df04fb9b000a00f17426d5f6cca5d6,0,0,0
hxb7d8fd5f4434d91b1d5f462ca1d908df55416f0e,0,616310000000000000000,8950000000000000000
hx54b69226583446a20086d0c1c2abe61dbec3085f,0,0,0
hx09071d8670126f2c0f27d74d2c46877e3b57aa77,0,0,0
hx352db28260a5ce495aee9e0f7283c23816aca95f,0,0,0
hxc9329658df1346a11c282800aaf44b8c6982d888,0,0,0
hxfb404b5f97ed676b69ded182ad76b86a864f30f5,0,0,0
hx00b80ffde865f0123ddcc3dfa6f3edaed4edeb6d,0,720000000000000000,0
hx57ffc23cfa663d1fee5e901ef919b0d91b7d4b2f,0,0,0
hx04487039bb503672381191f56ec0c1b98391785b,0,2000160000000000000000,0
hx469c823d655ced04f120d8dcbeabae17ab89376b,0,0,0
hxeaf708b437ee8d801e2ccc8310d24e1719f2c81b,0,650000000000000000,0
hx0181b437f0142108a91a81c69610fb2144bf904c,5935000000000000,0,0
hx9e539bc59882754e7db544b8ad2b91249d69ef53,0,297230000000000000000,0
hxd052a76c24aadbb8c79aa7fffa94bee47a5741d2,0,2030000000000000000,0
hx6862fdfe455a88686b38fbff30e7fb1aa9636649,0,10000000000000000000,0
hxccc3b2f59dc628d5f9b7cbf87b943f5d4f8c1089,0,186120000000000000000,0
hx5132c1d3e350c8562d27e63128592a258e3f7645,0,0,0
hxb67953d464960a05d4405d2c6b41615a7fc77a49,0,0,0
hx547500967b0c9a29fe590cf52d48a884a05163d7,0,5937200000000000000000,0
hx76e99d85b94a3f6b6ca846d714cfbb2b9a12eeb8,0,2830000000000000000,0
hx0d1c2c89efc49a7a2870b28b85805627789d21f8,0,0,0
hx63c776f15338102661c7e473b7c87674f838d742,0,0,0
hx49e57e5fed70ed214b39435032f7f84bc36eb8b2,0,0,0
hx7d2fab067193138588bc817eb0d84e15b2b08d07,0,0,0
hx7901aa1a23652dd6c1c8881a8d4fe6741fae1067,0,0,0
hx537fd878a3d7bc273d05ebde8c14c1721dd38459,0,0,0
hxde80b4014b08bfcee6be13884eda573bd3a29390,0,134890000000000000000,0
hx2a757d62e922c9917cf5d67fc3193d65d2a417b8,0,0,0
hx9fd28a12867853323f905abb4f1f27ee19c9b833,0,0,0
hx2c58d23b5c71c212c545caee4210b5f4627c9d0e,0,0,0
hxd45373b432e855b7806a970ab6727c423bd898d0,0,44940000000000000000,0
hx8c2b02e698f093f4f2064f03ee87ca28c20ba1f0,0,10550000000000000000,62200000000000000000
hxb4c602739615bbfb0e5aa69219c52892f2e87494,0,0,0
hxaf4ee010dd42b50ef3ed79cdb37e491bac53bbc5,0,0,0
hx038403920b63fdea5849304a0df599dc35dd131a,3154890000000000,1573260000000000000000,0
hx40aeec1ba06f1fbc5d7c84643867351fd9b9398f,0,490000000000000000,0
hx449ea1d011ac4727a8e614293d545caf3a447566,0,0,0
hxa4e0ca02e7fe855606d8a127b696937ea6dea0c1,0,0,0
hxd8f95b797bec67bd5b9078bb00dd5a5ee4549b28,0,0,0
hx9e52e113ed623d8e9a181913c0984c8aed0874e0,0,0,0
hx8f99ffa22ad342a482ce035435fe42c144fac298,200300000000000,0,0
hx0d0a98c922d1ec8e35b23bad963ca015fb7cf8c6,0,0,0
hx2a06af7d12564d94ebe9fd2bfc0e87ffdeaf7c1a,0,0,0
hxf4b4b1cfb3672005ad346ca153ffa0d02d587141,0,0,0
hxff3c6660d8e4b633dca02fbfd18941e3addccf5e,1318240000000000,12790000000000000000,1793730000000000000000
hx460ece412e413fb9a91b80375289153c67b1c41c,0,0,0
hx4fee8484b0c61e0adc08c3635a0050558d9f9944,17460000000000,0,0
hx33cf3c29950e952d719385da17f02f53b6d9980f,0,0,0
hx00d9b8519e543fdb1cb6afa2d56763d03381b1dc,0,0,0
hx8cd9b1967a8646fad7ada9ce09462a5ea3f08804,0,0,54480000000000000000
hx1f378d31025968d5da6f1ba56852de71e3adee2f,0,0,0
hxcd76a2819878dcca27b83629d2b848cddf8e468f,0,0,0
hx14f23afe72e97c2c2060c571d775ac01b79201aa,0,0,0
hx4e94d4413c8b6e4d776b6a2012c553121d7a859e,0,0,0
hx868fcb4d00943198920c5116fdfa2d3f05849a82,0,0,0
hx4dc77f81514a53d7de249f1425f30db9d19cf3f8,0,0,0
hx4195e0547517610b06c4306bba2c34b642497a96,0,0,0
hxf64b57fcd5ff76d653814a90371d802ae43fd0c7,0,0,0
hx419958db95bd5e5400589583636a84160239ff47,0,0,194050000000000000000
hx41f4992b2dd7fd9d92210f220769c657b1514531,0,0,0
hx5c1ec7ad8f1b857c4985cdf0112c8e46ee29a660,0,0,0
hxc970d7ac81271deac6d6f8c257af751df934ca22,0,0,0
hxc95b1741876955e854acc490a1344fd69257cfc2,0,0,0
hx43d7a9ec403dba936cd9ba4110d59d0ef15c2f3e,0,40670000000000000000,0
hx3b832f2245567c9543b5bc065428980260963770,0,0,0
hx509a2bc0a71946021f88f930207034de87ef24c7,0,4580000000000000000,0
hxc37bd1628febbe07bb6a87b74c8babdeb1308be7,0,0,0
hx7d7adc99cc1fdd57c480190e3f7de3d5b8dc05c1,0,0,37320000000000000000
hx4c171eb6b15bf0a923123fabbc8af0a9771bbb8f,0,0,0
hx57a260be605d95e9f0f75c74ba276a4c0ac43ebd,0,0,14710000000000000000
hx81dc24e315e1c1580800c6b73cf26e311003119c,0,0,0
hxd716e39a02bd53f4efcc8f93ddaf639aef0eccc8,0,64080000000000000000,0
hxd804ed3d5cba0dfb3ce32e4e714dd4e50079f066,0,1850000000000000000,0
hxc8d782a166d5862e6fa9a19f142ca7b6c21fe34a,0,0,0
hx423342b217cfe61e6911e596a2e574c31660985b,0,380000000000000000,0
hx3a21d123f3ea47dd87b6cf15b41f0ab91e2a2582,0,1315540000000000000000,0
hx79a98f5b9b384d3724ba06a96ceb3ec6a1b931e9,0,0,0
hx8a70a5a4df465aa27ec3cb04a24c67561f9fe227,0,0,0
hx410cb989c0d9cf12c876b2b64870c53cbeeadf1b,0,0,0
hx7fe91b1979869b0b1e90da1f20f6241bc37a6160,0,0,0
hx3f0dcd30a1bbf88f9fddd6c86b8af7bd76fa65ac,0,42140000000000000000,14990000000000000000
hx0187ad4764b7d1740719b86da99f0fea4771351f,0,0,0
hxdb983bdbe09730849fef0df060a9a1ef2b398748,0,0,0
hxb61b31376078e732dd9dad0f20c09298d6ccd294,0,1000000000000000000,0
hx50b7ad079a494417ada112443205036541dc2836,0,6380000000000000000,0
hx312f61ebff03a00c48a44bca28dd0f35d1cd73a9,0,139820000000000000000,252930000000000000000
hxfbd18a4a5432c1fc5ded9ad4411ca39ff806ad2f,0,4590000000000000000,0
hx32052f2c9cc70747ee7140d2a44ea948ccd3c78d,0,0,0
hx3436ce2ca9ded6c891c4b0e667b43cc31278a922,0,0,0
hx4d8b4d765319042b4b91cdc4ea32f35d325cde6a,40470000000000,101450000000000000000,0
hx21598415a2c0db5686202d740fab27abd9adde6e,0,0,0
hx114049660809114582bfc83f66833560544bf877,0,0,671310000000000000000
hxe94fb3f998ab715fb630936fe817c173f4c2d96e,0,0,0
hxada87743b7f70f28bf61d3c3f9f39da8d87cc5ec,0,0,0
hx87b19d20a762d2e82ad727a30871818875f0ee5f,0,0,0
hx44777d49a5357a097e6bc00f60249bc70dbae504,0,101040000000000000000,0
hxc36533d65c532691fae8757f01b3032e400aa1fe,0,990000000000000000,0
hxd9d97476fc402416641670cf0ec4f54eb822d7fa,1220000000000,496430000000000000000,88250000000000000000
hxc0a779091b107320dfa63b6b122e1fd10b3af158,0,0,255170000000000000000
hxfa77326fc0dbc5d7ee167ee71110cc12772d9aee,0,1490000000000000000,0
hx6a400e7b48159e4090bb1e03176273bc134c8e3c,0,0,0
hxe6f3b95f973ab557726002a2fec9f87763ebe46e,0,0,0
hx157fa170289c22021e5a463e0f37ab9097859cc6,0,1190480000000000000000,2813110000000000000000
hx594d62545f62871c54ac77051173145f3a2e0465,0,0,0
hx9ddc47e5a2cf06cc11a3a624caec4e7c6341a044,0,0,0
hx79c247d8941276b8346eb49a3cb3e2a9f1147476,0,0,0
hx6550351e9ceac9733bae5e8190d841417a461703,0,54850000000000000000,30950000000000000000
hxa604ecb84f3663befa5bbff88344101c86d74f04,0,0,0
hx9d175b0bab4f96c99094427f9ff4154e0bcfcba6,2690000000000,0,0
hxe92a21cf3c11a94d5c7faeb93e63fa4480b4c05a,0,0,0
hx8f46d695001d4378949f618a1f9074f64df08e75,0,1070000000000000000,0
hx646e55c0a353e39f98abee66d40ed534606c6468,151730000000000,48850000000000000000,484200000000000000000
hxe5d788a87832c7d9e2610b4ef4fe823e373642dc,0,0,0
hx5dac65cf2a0a8aae01f6b152b1ac6cac517d5a35,0,0,0
hxb09d0db161b7dee2afb8ef18618f5dec8af67872,0,0,0
