wallet,iusdc,sicx,usds
hxeb700427e703538ca196d8fc3239b30b98d408e5,0,0,0
hxdd1a9b3335321bb9ebaa59d46ee033d64441b3b1,0,0,0
hxe9e9bd72e3af6659fba5e05657846528d2d71920,0,0,0
hxec7a9232580d6c67b9a1f84dc9060db212d25cb7,0,0,0
hx3aa221294a0baf28dd3b4ddfaa5a7085bbe924e3,0,400000000000000000,0
hx8fb472da5a487eac6c7f1d34b153498629240ac1,0,1380000000000000000,0
hxdcd40b9ce25df38047c46b27fcc5a03ec540f981,0,0,0
hxe273b5572e13939dbc3d7d9291321cde5f9b6114,0,0,0
hx23420e8de8fc3e7a94288b0f7054b84197054b5a,0,0,0
hx08835206b0b9a07ff5d28b042cf1c0fe7111b3e2,0,0,0
hx34798c3bf819f9effe6fe142ed8cd3dffb4dcf0d,0,47770000000000000000,0
hxc65088187c9168b2a325ec65add70306c90502f8,0,0,0
hx080b488bee2320b298e4e0110c96e164fa414e60,0,0,0
hxa643b5507f5de572a0cfe74204aac85abffbca23,0,0,0
hx2a3686519a9fa5e1c3a3e02351f221bb0997ebd6,0,45410000000000000000,0
hx227d56bf2532c0561a53e3bd56aaa6e83dcef007,0,0,0
hx48abf3343622cb6c550804f544331f6f14ab991c,0,2990000000000000000,0
hxaffccc0c7cc2cf4c0296f0368f6ec1ae5aa6afe1,101730000000000,2322630000000000000000,54260000000000000000
hx4b27132d969d7b907ce8c3e3e5c6d88c5985ee2b,0,0,0
hx2e2e65465292c0d3ce837bb77cd46fcba66ff4ca,940000000000,2440000000000000000,6030000000000000000
hx29be7560bed2ccb0ce2c188a729f38a51ad9b58d,0,0,0
hx44271d88c90e35d35bd38a623f43f5ee533ac8f2,84730000000000,2800000000000000000,0
hx6f8d2d4477b5b8510e06cfaacd947a86fe520fcb,3000000000000,0,0
hx53519ca87be7c85ae8f25eee72e399e0598e5a4d,0,1560000000000000000,0
hx592e7959a5c0070cf51f18b82390c2553f0f767a,0,0,0
hx5a01b7d34e161621741dac48887f6c988752b182,0,0,0
hx88da84fdf54e1c1641dc898fc7d4f54f22586cf2,0,73750000000000000000,0
hxcda88243a67be369f09ff0c2544cd36ad7fcb7ed,514860000000000,65870000000000000000,0
hx76fc796fa456424c6aef4195ebd8ff9d8b65c033,308310000000000,61710000000000000000,0
hx40e4a13f7a7aa08e77179b7fcec570de591b39c5,230340000000000,0,0
hxdd68eb7e28e1c614c4cd819b8099191230c91d31,0,0,0
hx5fa7967a3e7f79dda57d950d3d52bc0d0e9c72f5,0,360000000000000000,0
hx39543372a4f1a939313d33c47060d411c705adb6,0,0,0
hx83b2e2bf55f797eba0887a2273b701f3da4fffb7,0,0,0
hxbb0b4ae561e2ff1893f3ba97d3a7e79b65471eef,0,0,0
hx8d5b3e48217504ed39cb54f47cca76be3aa1fe5e,0,0,0
hxd5a7788b02a39f84d89baf3e23152d6923a9e840,0,0,0
hxd5f62b18a35762b0ca0e5683190cffbd2398e127,0,2110000000000000000,0
hxd8036e99b223e6a01d1d9dd89e0106b3062b1432,0,1146630000000000000000,0
hxeb5964c6c2159311680086759f45b17ff4291eeb,0,900000000000000000,0
hxc4408ec14d61e1f5e2ca393f8ddc9b0c7e9bcfa4,0,24830000000000000000,0
hx443df94bf34cc8a542ded3d6c22366be4f32e2c8,0,0,0
hx6611a3b90341c0b6452c2e26b8ff942da4624c84,0,0,0
hx528f027e072dda131a31c6b23558f84fb27c4a03,0,0,0
hx9ff26f52cf1b6683e0832b2636608fe62a84d0e0,0,0,0
hxa28bf1566ec82115aa53061508e5a69bcd54ed3a,0,0,0
hx6ecde888aa4fcbd5812c5fafed0db634234aeeac,0,0,0
hxf2a485d3475c416700e0ff92df08bb2d4bef2290,0,0,0
hxe354c75ddf55a5afc11db90245f25d144eed9827,0,0,0
hx15bf6ed47613fc187093e141e55f48be79f8913a,0,0,0
hxc78648b7be8328d383bad182b523b52fdadf176a,0,0,0
hx130b75aa6e27899cc0e4334c66b38e69dc0d8c98,0,0,0
hx43cbd35f79d8083b171478a7d262964c82f62c35,0,0,0
hx33afa26643be15751cd33143486294403c04baac,0,0,0
hx4f0cffc16d6072e9c90fada3a9b06ac3635bacea,0,810000000000000000,0
hx1c4c3374167cf550cf137f566281cded67dd139b,0,55120000000000000000,0
hxdc7ed04fd33166c59d5069c743772ccb12a75ece,0,0,0
hx42ea133d0cb99887d78670e6a729875a0e9a6f26,457960000000000,0,504280000000000000000
hxbe279f85356af035254b5d7896996f3af11d5c1f,0,2870000000000000000,0
hxd591d35afa4e4bf266312ded23580b31cb4f687a,0,950000000000000000,0
hx4de944c54a9009386d4e809678f947e53a149542,0,0,0
hxf911a2f890117039ffb52307b51b99e5e9aa6a02,0,0,0
hxfbf033b1f1474ba9e7d316db9c60bbe2dd770533,0,0,0
hx95dea5921dc266187500fed150eecccdd98bdd8b,0,0,0
hx4662d951880d909eb1292f13b606fb2fbefa5ac8,0,0,0
hx1e64be5e3d966b34de62ac8d08387296be2187cf,0,0,0
hx9088a18517e85011bfdb0540e8692f67c795821d,0,0,0
hx9a1ce395716697c6191577defadaf90d2eb0c25e,0,0,0
hx47e0583b73b93a8e2cb27d69ea5f75bd5da10484,0,0,0
hxd1f4f674f447385ce9bb02cc353a34ed0d945a11,0,0,0
hxa3c33620357701436aa760fb8837e906b2fe282e,2000000000000,0,0
hx9da7aee87c87d31b169906b8e7df9727d95a4c16,13650570000000000,30652670000000000000000,14145110000000000000000
hx458238e8a7a7a86adf44e3ebc6354506c99596d3,0,0,0
hxf45e082a0181739edb074a6bf0b1e5c1b3346ce5,0,0,0
hx4275baa1ff22ae37a7f7f874ccf9516de1a831b0,0,122520000000000000000,0
hx1ae7a40cd5f7650b029d9fb868f0a834d109ca28,0,0,0
hx207b7a7063185e8cb8dd92a75b0130924950a4d3,0,0,0
hxa2e0560802cbc187569df580fae25c81657ead47,0,0,0
hx3b9be168f70dbd899b27c5b26395f72307679792,0,0,0
hxb4201282101547464fbee706156db7e34c92bd19,97230000000000,0,0
hx79c78027f92b8e8653ef3568b2c6d381ca9fc409,0,629980000000000000000,0
hx7763243fabfc94ac3f2c7f4459ffd98b8b59fc4b,0,0,0
hx23d7ca1099cec742bf3da631875e16a414f68de5,0,0,0
hx2b25cbcba1bf70e5b459d1ce293a4e763f1f8d48,0,0,0
hx8cf87963025ee0f2d306e2e284c7088499e826b6,0,120000000000000000,0
hxebac0d4787ec6c8777ce4779c49bd8cc12e529e3,0,100000000000000000,0
hx8b475ce0bd4521460468697b93aa8c4c94a457dd,0,0,0
hxd56e641dbe0b9b761db72bf2305472d07a667b6e,0,0,0
hxda11aee0cd55268f2fa90559fe519b5ec2888b59,0,0,0
hx35bef857f447768e009875dff1a8d386a488df9d,0,1000000000000000000,0
hx9d962a7dbb6289e09e973a604e7a609e6293a879,0,0,0
hxc43915dc2c4909c594ea337b0ee8dc3aac11b02e,0,0,70000000000000000
hx51701f0379fce17673e7372bdb67ce93062ba112,0,2110000000000000000,0
hx374633d25d3a138390350fb7bae8b3ce6ab3e971,0,0,0
hxa76ffb9fb3ce7c93cd60bd2d6a17a521a051dc2e,0,0,0
hx5d4f1e2b1472756d15cff06e3994148dae98afda,1760000000000,10850000000000000000,2420000000000000000
hx3a526d67da0b0c25a7a1e385bad9df76e8a72dac,131740000000000,206780000000000000000,0
hx2fd8f4034bc005ec657a91ff630c05915cd5b2f4,0,0,0
hx1c3768aa20e9659b854afdef17bc5ac76a6d97ab,0,900000000000000000,0
hx8b7d6aff2251c67f0b6f59c6cfa4128b74df8649,0,0,0
hxdd2e5ac7610c27cdfe2073e9757711fb44f43cdc,24800000000000,4130000000000000000,50710000000000000000
hx1cb5883939f2fd478e92da1260438aa1f03440ca,0,112840000000000000000,0
hxa715dfa2d3ce25edbfc3adcc72d7a073ac520818,0,450000000000000000,0
hx83e10df1792088d05875cb7b2b5e2dba2b35b930,0,0,0
hx8c9e1cb3a0a36b91efeb26ebdc601dedae43fff8,0,19422260000000000000000,0
hx7b59f90d162b86fe8fe6a286d25f0068868efe55,0,3180000000000000000,43000000000000000000
hxd90cff46b92efc5767173e9f4c76c51d528f03e5,0,6330000000000000000,0
hxc22a59490f298c67ac26b6843d952ee3bd2cd670,0,0,0
hx2c78643caf949e1be6464e3ef80517af0867861f,2394830000000000,0,261950000000000000000
hxdd2a7744d630eba63487df1e985e8a602e45003f,0,361110000000000000000,0
hxae50ec99afcb9a6c2ab9cb4ae3dfcd2326d59527,50340000000000,0,80830000000000000000
hx4d3a2af6167e09a6cdf71095473142b61286121d,0,0,0
hxbbb1ec3479648e7068f54742cf676fa91db9593d,0,0,0
hxc3d06c16665450923c1430ea5cfbedf1fe7f9b93,0,40050000000000000000,0
hxcff9fa415a81a4cc2852344c1706ee32ca076cb7,0,0,0
hx3d7fe1dc44f59ac7526dba0b1135db4e8135ca3b,0,0,0
hx109012eb5c49c3a1e4850900a1aac2833e996794,0,0,0
hx7d5e32ca8a16badff17e2390c2f08ee940bba29b,469320000000000,0,0
hx6b5b5702d311d14c1dae97c454a1a1c947bc1694,0,2340000000000000000,0
hxe4250b2d826ef11f3f2f90d7561bbf2231ffd390,21360000000000,27200000000000000000,40450000000000000000
hx13aac445cd468a334e701862106846baeae7b2c4,0,0,43100000000000000000
hxac5206698705ab98396b7f88d9feaad8dd8d3452,0,23000000000000000000,0
hx47704e789f1b69c163895ce2c88622a15ec0b2f3,0,0,0
hx864c5eec5eccb203772a322cd711ae7f5c8dec77,0,0,0
hxa7b7a53c0cc78d39fc8e9d9444890fe7733e9142,0,0,0
hx1ed2af78d45de54c2134a4f816a6d95aba22a1e3,0,1440000000000000000,0
hx43cc6da8ccedb12dd8915bbc323b662db84d2d21,0,0,0
hxcbd810ae144b37c5d7f97b954a56cfdc5aa9ff6d,0,0,0
hxf0e12b16a83823831ed0e3aab4634b2d3651bb1a,0,0,0
hx4002c9e7278776b9d76644849fc3188c65aae077,0,0,0
hxb15acb50ac77dd82cba218f5fc3835be3d5efb5e,0,0,0
hx125994e4605beda6caf70b76bc03d823841775a5,0,0,0
hx121c9af901b00b66444d4d342def2c2e37f19a04,0,20000000000000000,0
hx62f8448ffbe3876262a5fa2149d583f9d36368bb,0,0,260000000000000000
hx9047bafbff9e614aa6934b05a04e0c28e80eb45d,147940000000000,367510000000000000000,57740000000000000000
hx68daa99eba1bdc9e3ab15b61baa59b7cf7e16aba,0,1881290000000000000000,0
hx11eff52fd7196334ad61ffaebe031d1cfbf3adf3,0,0,0
hx9fd29db4095760be0dde4a811e1ebda339640b43,0,0,0
hxac1a020ac9066406809c6ff0cff7ef7f42ff11bb,0,0,5460000000000000000
hx1140852d8fae3c35cba29d1f79e1d03011a76418,0,0,0
hx7bcb8916b6596154c5d15988639919c886aeed85,0,0,0
hx7611e9fbaf5ab8a1af19c22240052faaf240e349,0,0,0
hx5a9d3a1b549ac3e61800f17f545322714972f612,0,0,0
hx2d7a45a394d04ecc4786cfc80725d109a17fb156,0,0,0
hx34762ddeec2e0e66a553e0ade03d49bac254e783,0,0,0
hx689e82e70df9a4ed7a93ee642329b6cbace23d3f,0,0,0
hx1ee4189f98f26c1b509eeb3d0643d49ba95d1a0c,0,0,0
hx46908bad231d3d0fe5c9af724325406bfaa6f812,0,0,0
hx61e14e927a186e005460726e75f3e81018062880,0,0,0
hxb00f0f44f132bd8e091ed168c68a604df28c4ccf,0,0,0
hx9ecdd81d8f934211fc86713d76d2f71d96fb9af9,0,0,0
hx40ee0e9b3cffa3ced9c2ff22654deb1e9db57923,79900000000000,231560000000000000000,0
hx6962ed17f9445971ef09dc8fcf117298de14b00f,0,0,0
hx21e173dff65d5cc3957fad9aad2bc2ef608b3cd0,0,0,0
hx6f6f1336216fa3f76e6e2999eb07179225f7293b,0,0,0
hx7f24132b1016d16dfc39daba9c5e2eda1185d570,0,0,0
hxf31f8d9d65ee3e68f597287e73a92b62ae473096,0,0,0
hxc8bceb462bf09ab4ad0fba52228639b35c7d509b,0,0,0
hxd565a8c1955335887a565154e1a80e756d49d2b0,1260000000000,0,0
hxe3ae254c7b0eb1097dae224e5c19016f877b5763,863090000000000,0,0
hx1d6e3b60e4cd1c32d0f5859cd1904f919fd6f086,0,0,0
hx21610aae3aab73191a7b3be54a88ede6a1a47ad5,0,14000000000000000000,0
hx2094d74604ab33f6bc3aeac3c6e26eefa66cbfb9,0,0,0
hxe0a62cdad15c2bb7d13abdac9642a1df0e19a5b0,0,0,0
hxb89abbc31f451f8ad5401a1bec6e3afb6a6b6fe8,0,0,0
hx57d5652add42123a90897862f3033e25ac55a894,0,459980000000000000000,0
hxd3c519c88873db632392be1c534b9aed5ba7bc74,0,0,0
hx429c6039fdd85c8bbea92b43552f8790038b0773,0,0,0
hxb5fc6799d03d3bfb121cc6ee16d11f333befd3e6,0,0,0
hx9adc1c1e078a028e74fa1d9c7ae54bbb097be804,0,0,6000000000000000000
hxa804f7eaf34b41ad2e4918721499269dca1f8428,0,0,0
hxcef65e742b0252f98e726b05dbf08cb30368cf5f,0,0,0
hx19e3295782294f092cbbb8a955fd750effb8b3ae,87280000000000,0,0
hx7f6ab3404569eb2c3ceaeee3b446c8a0862ce135,684650000000000,0,0
hx58e6f0c2d4184f28173b6c2cf7aaccd77c13c3a7,0,0,0
hx02a8a05fce35beb5578280d7418bb2096f7c91bf,0,0,0
hx0ca4b9f3ac949e0472a0f8b9952ef75264087f0c,0,0,0
hxea5929239d8d868c292c55b27cecfc7d4f945193,0,0,0
hx0e227cd42365f306290912936869090632a080bd,0,0,0
hx68dcd8687982b5cb3e1a280576b4115e766ad846,0,0,0
hxbb49971914b61e62bb341f6f32dce55671438dbd,0,4720000000000000000,0
hx83e15101e9fc9c0a75002604bb4b274cb3533458,12260000000000,7960000000000000000,12520000000000000000
hx6c58a6b21003cb13b3d6c2ed2f21d8f7182a2f46,0,0,0
hx86717cc25b70ae8f4a89d8163ae796fa0a09d6a1,0,0,0
hxea6e7a7f6c21501223f735a10ae07fb0d72a6d23,0,81450000000000000000,0
hxc53b55a377220113263f63bb2361a2ac2a6352d4,0,0,0
